District,Date,AQI
Bahawalnagar,1/18/2024,513.7141511
Bahawalnagar,1/19/2024,311.1538406
Bahawalnagar,1/20/2024,327.5105396
Bahawalnagar,1/21/2024,386.9306882
Bahawalnagar,1/22/2024,222.7919808
Bahawalnagar,1/23/2024,526.9505304
Bahawalnagar,1/24/2024,404.5970506
Bahawalnagar,1/25/2024,351.1723746
Bahawalnagar,1/26/2024,474.2317446
Bahawalnagar,1/27/2024,506.0828662
Bahawalnagar,1/28/2024,383.7912523
Bahawalnagar,1/29/2024,400.1471061
Bahawalnagar,1/30/2024,396.0182391
Bahawalnagar,1/31/2024,256.2358148
Bahawalnagar,2/1/2024,254.3420224
Bahawalnagar,2/2/2024,156.3532301
Bahawalnagar,2/3/2024,100.8875584
Bahawalnagar,2/4/2024,212.8737207
Bahawalnagar,2/5/2024,272.8815982
Bahawalnagar,2/6/2024,309.3946206
Bahawalnagar,2/7/2024,185.4413134
Bahawalnagar,2/8/2024,162.4598915
Bahawalnagar,2/9/2024,221.3697316
Bahawalnagar,2/10/2024,239.3295452
Bahawalnagar,2/11/2024,281.9502855
Bahawalnagar,2/12/2024,237.1501125
Bahawalnagar,2/13/2024,299.0481937
Bahawalnagar,2/14/2024,253.8290339
Bahawalnagar,2/15/2024,207.5688636
Bahawalnagar,2/16/2024,260.6280889
Bahawalnagar,2/17/2024,195.2408364
Bahawalnagar,2/18/2024,134.0842557
Bahawalnagar,2/19/2024,154.6583442
Bahawalnagar,2/20/2024,174.4357746
Bahawalnagar,2/21/2024,96.2202941
Bahawalnagar,2/22/2024,178.0650636
Bahawalnagar,2/23/2024,144.2448579
Bahawalnagar,2/24/2024,116.4185703
Bahawalnagar,2/25/2024,97.33474092
Bahawalnagar,2/26/2024,191.2696261
Bahawalnagar,2/27/2024,140.7980404
Bahawalnagar,2/28/2024,190.4045683
Bahawalnagar,2/29/2024,146.4736363
Bahawalnagar,3/1/2024,228.0087434
Bahawalnagar,3/2/2024,348.6142577
Bahawalnagar,3/3/2024,101.7885443
Bahawalnagar,3/4/2024,122.7453801
Bahawalnagar,3/5/2024,139.7648958
Bahawalnagar,3/6/2024,180.1985332
Bahawalnagar,3/7/2024,181.4818771
Bahawalnagar,3/8/2024,234.641929
Bahawalnagar,3/9/2024,176.9615397
Bahawalnagar,3/10/2024,163.6992135
Bahawalnagar,3/11/2024,162.3138158
Bahawalnagar,3/12/2024,167.9966431
Bahawalnagar,3/13/2024,162.0943682
Bahawalnagar,3/14/2024,135.1460409
Bahawalnagar,3/15/2024,146.9635276
Bahawalnagar,3/16/2024,185.3715329
Bahawalnagar,3/17/2024,240.1158323
Bahawalnagar,3/18/2024,188.0934208
Bahawalnagar,3/19/2024,218.3264144
Bahawalnagar,3/20/2024,168.0885495
Bahawalnagar,3/21/2024,266.0249943
Bahawalnagar,3/22/2024,281.2991294
Bahawalnagar,3/23/2024,368.1901768
Bahawalnagar,3/24/2024,371.3754023
Bahawalnagar,3/25/2024,224.7252994
Bahawalnagar,3/26/2024,219.3052989
Bahawalnagar,3/27/2024,493.7877611
Bahawalnagar,3/28/2024,309.3437959
Bahawalnagar,3/29/2024,151.5929888
Bahawalnagar,3/30/2024,348.5132725
Bahawalnagar,3/31/2024,141.6083671
Bahawalnagar,4/1/2024,130.1218459
Bahawalnagar,4/2/2024,208.8484225
Bahawalnagar,4/3/2024,213.5569222
Bahawalnagar,4/4/2024,164.5784511
Bahawalnagar,4/5/2024,234.9849358
Bahawalnagar,4/6/2024,127.6506957
Bahawalnagar,4/7/2024,156.6718813
Bahawalnagar,4/8/2024,266.5058544
Bahawalnagar,4/9/2024,251.0214315
Bahawalnagar,4/10/2024,352.4972992
Bahawalnagar,4/11/2024,288.5524173
Bahawalnagar,4/12/2024,219.6634108
Bahawalnagar,4/13/2024,300.9195354
Bahawalnagar,4/14/2024,163.4741724
Bahawalnagar,4/15/2024,168.4737698
Bahawalnagar,4/16/2024,203.4807577
Bahawalnagar,4/17/2024,224.4939505
Bahawalnagar,4/18/2024,626.894137
Bahawalnagar,4/19/2024,273.9612318
Bahawalnagar,4/20/2024,177.2975847
Bahawalnagar,4/21/2024,165.6532991
Bahawalnagar,4/22/2024,288.4003935
Bahawalnagar,4/23/2024,213.6671551
Bahawalnagar,4/24/2024,200.7928986
Bahawalnagar,4/25/2024,300.4833855
Bahawalnagar,4/26/2024,276.236597
Bahawalnagar,4/27/2024,220.8439181
Bahawalnagar,4/28/2024,345.9066553
Bahawalnagar,4/29/2024,351.2154889
Bahawalnagar,4/30/2024,415.5807211
