District,PM10,PM2.5,Carbon Monoxide,Nitrogen Dioxide,Sulphur Dioxide,Ozone,Dust,Final_AQI,Date
Rahim Yar Khan,81.78046875,34.272395833333334,241.40625,6.658333333333334,2.8747395833333336,89.4765625,85.78385416666667,67.6769140625,2024-07-21
Rahim Yar Khan,83.92291666666667,33.569531250000004,199.53385416666666,3.340885416666667,3.8109375,102.8828125,94.51822916666667,65.22291666666668,2024-07-22
Rahim Yar Khan,155.35963541666666,34.055729166666666,172.63541666666666,2.52734375,2.673958333333333,92.2265625,302.1848958333333,89.59578125,2024-07-23
Rahim Yar Khan,148.38333333333333,29.577083333333334,168.9296875,3.162239583333333,3.803645833333333,83.22135416666667,304.21875,85.77084635416668,2024-07-24
Rahim Yar Khan,209.37760416666666,36.64635416666667,186.796875,5.14375,3.4450520833333336,73.69791666666667,454.3125,111.38716145833335,2024-07-25
Rahim Yar Khan,203.78776041666666,36.20286458333333,155.53125,2.828125,3.9171875000000003,79.19791666666667,437.9895833333333,106.18598958333332,2024-07-26
Rahim Yar Khan,247.89010416666667,40.846875000000004,155.89322916666666,3.0861979166666664,3.1986979166666667,77.2109375,550.2395833333334,123.78944010416667,2024-07-27
Rahim Yar Khan,213.16588541666667,46.25286458333333,219.4453125,7.8726562499999995,2.556770833333333,72.28385416666667,438.0104166666667,117.36470052083332,2024-07-28
Rahim Yar Khan,96.48802083333334,34.68776041666667,217.26041666666666,5.011458333333334,3.1726562499999997,86.13020833333333,136.21354166666666,71.01266927083334,2024-07-29
Rahim Yar Khan,70.90364583333333,31.916927083333334,215.53125,4.074479166666666,3.146614583333333,93.86197916666667,69.57291666666667,61.0489453125,2024-07-30
Rahim Yar Khan,133.25286458333332,30.070833333333336,180.39583333333334,2.72421875,5.13203125,89.859375,255.9609375,81.57632812499999,2024-07-31
Rahim Yar Khan,218.20885416666667,32.48098958333333,176.18229166666666,3.806770833333333,4.3179687499999995,77.48958333333333,487.5729166666667,113.42110677083333,2024-08-01
Rahim Yar Khan,63.17083333333333,32.1109375,256.6875,6.627604166666667,4.389583333333333,81.97135416666667,59.221354166666664,62.080494791666666,2024-08-02
Rahim Yar Khan,29.59296875,18.801302083333333,219.57552083333334,4.565885416666666,2.6026041666666666,82.81510416666667,11.3828125,43.85191406249999,2024-08-03
Rahim Yar Khan,47.82864583333333,17.724999999999998,234.16666666666666,7.830729166666667,3.8914062499999997,67.75,64.59114583333333,51.37338541666667,2024-08-04
Rahim Yar Khan,41.61276041666667,23.699479166666666,225.72135416666666,5.295052083333333,4.734635416666666,89.98177083333333,26.213541666666668,50.47677083333334,2024-08-05
