District,Time,AQI,PM10,PM2.5,Carbon_Monoxide,Nitrogen_Dioxide,Sulphur_Dioxide,Ozone,Dust
Sheikhupura,2024-11-06 06:00,243.66,204.0,125.3,1359.0,21.9,29.5,193.0,43.0
Sheikhupura,2024-11-06 07:00,220.61500000000004,206.3,123.4,1085.0,12.4,32.8,224.0,43.0
Sheikhupura,2024-11-06 08:00,199.02,204.4,122.5,870.0,4.5,35.2,242.0,38.0
Sheikhupura,2024-11-06 09:00,193.31500000000003,199.3,119.7,831.0,8.9,36.3,238.0,34.0
Sheikhupura,2024-11-06 10:00,205.65000000000003,195.6,118.0,968.0,35.8,35.3,216.0,31.0
Sheikhupura,2024-11-06 11:00,236.415,194.2,119.0,1280.0,75.1,33.0,197.0,29.0
Sheikhupura,2024-11-06 12:00,305.07500000000005,214.7,133.6,1884.0,107.2,31.7,173.0,27.0
Sheikhupura,2024-11-06 13:00,423.79,237.0,148.5,2981.0,125.9,32.8,141.0,27.0
Sheikhupura,2024-11-06 14:00,569.855,255.2,161.1,4369.0,137.4,34.7,105.0,28.0
Sheikhupura,2024-11-06 15:00,692.2499999999999,265.4,168.1,5559.0,141.5,35.5,78.0,28.0
Sheikhupura,2024-11-06 16:00,777.79,264.5,168.6,6434.0,136.1,34.0,62.0,27.0
Sheikhupura,2024-11-06 17:00,841.2,259.8,165.8,7110.0,132.7,31.2,55.0,26.0
Sheikhupura,2024-11-06 18:00,868.615,250.5,160.2,7446.0,126.9,28.3,53.0,24.0
Sheikhupura,2024-11-06 19:00,853.73,235.6,150.9,7381.0,112.9,25.3,55.0,22.0
Sheikhupura,2024-11-06 20:00,804.7550000000001,221.2,141.6,6975.0,92.2,22.8,61.0,21.0
Sheikhupura,2024-11-06 21:00,726.5,219.3,138.8,6271.0,72.6,21.8,65.0,19.0
Sheikhupura,2024-11-06 22:00,618.2850000000001,217.9,138.3,5144.0,55.3,20.9,64.0,17.0
Sheikhupura,2024-11-06 23:00,561.4100000000001,213.7,136.4,4609.0,38.9,20.0,61.0,15.0
Sialkot,2024-11-05 00:00,166.66500000000002,149.5,97.6,963.0,14.9,11.5,52.0,7.0
Sialkot,2024-11-05 01:00,159.42500000000004,137.4,90.6,939.0,17.1,11.2,49.0,6.0
Sialkot,2024-11-05 02:00,155.79500000000004,132.2,87.8,982.0,19.8,10.9,51.0,6.0
Sialkot,2024-11-05 03:00,152.58,129.9,85.4,1054.0,20.2,11.7,65.0,6.0
Sialkot,2024-11-05 04:00,149.13000000000002,128.1,83.6,939.0,15.8,14.5,103.0,8.0
Sialkot,2024-11-05 05:00,148.43500000000006,134.1,85.7,799.0,9.7,18.3,154.0,11.0
Sialkot,2024-11-05 06:00,150.54500000000002,147.1,92.9,710.0,6.3,21.5,193.0,15.0
Sialkot,2024-11-05 07:00,153.04500000000002,159.7,98.5,647.0,4.4,23.5,211.0,19.0
Sialkot,2024-11-05 08:00,153.70000000000002,169.0,103.4,600.0,3.1,25.0,217.0,23.0
Sialkot,2024-11-05 09:00,152.675,169.5,103.8,585.0,3.6,26.1,215.0,26.0
Sialkot,2024-11-05 10:00,161.035,166.7,102.0,687.0,9.4,25.5,204.0,26.0
Sialkot,2024-11-05 11:00,177.09500000000003,166.2,102.4,862.0,18.5,23.8,186.0,25.0
Sialkot,2024-11-05 12:00,204.04,195.1,120.1,1039.0,26.8,19.0,167.0,26.0
Sialkot,2024-11-05 13:00,226.45,204.0,128.5,1227.0,32.7,18.8,145.0,25.0
Sialkot,2024-11-05 14:00,247.99500000000003,214.2,136.9,1418.0,41.8,18.5,115.0,24.0
Sialkot,2024-11-05 15:00,259.58,219.3,141.6,1531.0,48.5,17.8,93.0,22.0
Sialkot,2024-11-05 16:00,253.94,214.2,139.7,1510.0,47.9,16.3,77.0,19.0
Sialkot,2024-11-05 17:00,239.81499999999997,202.6,132.7,1445.0,43.6,14.5,64.0,15.0
Sialkot,2024-11-05 18:00,243.015,189.1,124.3,1530.0,39.5,13.8,56.0,12.0
Sialkot,2024-11-05 19:00,232.33,177.0,116.2,1484.0,37.0,13.2,54.0,11.0
Sialkot,2024-11-05 20:00,215.045,168.6,110.4,1355.0,34.8,12.7,56.0,10.0
Sialkot,2024-11-05 21:00,201.04,163.9,106.4,1243.0,33.2,12.1,59.0,10.0
Sialkot,2024-11-05 22:00,193.835,162.5,105.0,1178.0,30.5,11.4,63.0,11.0
Sialkot,2024-11-05 23:00,189.97500000000002,163.0,105.5,1130.0,28.3,11.8,67.0,11.0
Sialkot,2024-11-06 00:00,188.235,164.4,106.4,1109.0,24.5,11.6,69.0,12.0
Sialkot,2024-11-06 01:00,193.09000000000003,166.7,107.8,1153.0,26.9,10.8,58.0,11.0
Sialkot,2024-11-06 02:00,204.47500000000002,172.8,112.2,1246.0,29.9,9.9,45.0,9.0
Sialkot,2024-11-06 03:00,207.20499999999998,170.9,113.2,1266.0,29.8,10.6,48.0,9.0
Sialkot,2024-11-06 04:00,195.55,168.1,110.1,1125.0,23.4,14.4,84.0,12.0
Sialkot,2024-11-06 05:00,184.43999999999997,173.7,111.8,942.0,13.9,19.9,143.0,18.0
Sialkot,2024-11-06 06:00,178.02000000000004,184.9,117.3,795.0,8.1,24.6,190.0,23.0
Sialkot,2024-11-06 07:00,176.60000000000002,197.0,122.0,725.0,5.2,27.8,213.0,25.0
Sialkot,2024-11-06 08:00,171.585,196.5,120.1,692.0,3.4,30.1,224.0,25.0
Sialkot,2024-11-06 09:00,167.01999999999998,189.1,115.7,703.0,3.6,31.1,225.0,25.0
Sialkot,2024-11-06 10:00,174.00500000000002,182.1,111.8,812.0,8.1,29.9,216.0,24.0
Sialkot,2024-11-06 11:00,188.06,177.0,109.0,972.0,15.5,27.3,197.0,22.0
Sialkot,2024-11-06 12:00,206.50500000000002,180.2,112.0,1126.0,22.2,25.2,173.0,20.0
Sialkot,2024-11-06 13:00,224.71500000000003,192.8,120.1,1279.0,30.1,24.7,141.0,20.0
Sialkot,2024-11-06 14:00,254.94,206.3,129.9,1569.0,42.1,24.7,113.0,20.0
Sialkot,2024-11-06 15:00,270.52000000000004,215.1,136.4,1733.0,51.0,24.1,95.0,20.0
Sialkot,2024-11-06 16:00,257.62,211.4,135.5,1656.0,51.1,22.3,86.0,17.0
Sialkot,2024-11-06 17:00,253.165,205.4,131.8,1652.0,46.0,20.0,83.0,14.0
Sialkot,2024-11-06 18:00,246.865,197.0,127.1,1626.0,39.4,18.0,81.0,11.0
Sialkot,2024-11-06 19:00,231.625,186.7,121.1,1508.0,31.0,16.6,81.0,9.0
Sialkot,2024-11-06 20:00,211.245,178.3,115.5,1329.0,20.9,15.4,83.0,10.0
Sialkot,2024-11-06 21:00,195.03500000000003,170.4,110.4,1188.0,16.6,15.2,85.0,11.0
Sialkot,2024-11-06 22:00,185.94000000000003,162.5,105.5,1113.0,14.3,15.2,86.0,12.0
Sialkot,2024-11-06 23:00,178.585,154.1,100.8,1042.0,12.1,15.2,87.0,13.0
Toba Tek Singh,2024-11-05 00:00,126.10000000000001,135.5,84.1,642.0,10.3,8.0,52.0,14.0
Toba Tek Singh,2024-11-05 01:00,127.555,129.9,80.3,678.0,10.0,7.5,51.0,13.0
Toba Tek Singh,2024-11-05 02:00,132.91500000000002,128.5,79.6,737.0,10.6,6.9,50.0,13.0
Toba Tek Singh,2024-11-05 03:00,135.78,128.1,79.4,759.0,10.5,7.5,58.0,13.0
Toba Tek Singh,2024-11-05 04:00,133.26,128.1,78.9,711.0,9.0,9.7,81.0,15.0
Toba Tek Singh,2024-11-05 05:00,128.23499999999999,129.9,79.6,627.0,6.8,12.6,112.0,18.0
Toba Tek Singh,2024-11-05 06:00,123.41000000000001,129.0,77.3,556.0,4.9,14.8,136.0,22.0
Toba Tek Singh,2024-11-05 07:00,117.465,124.3,71.5,507.0,3.3,15.7,148.0,26.0
Toba Tek Singh,2024-11-05 08:00,113.11999999999999,120.1,68.0,471.0,2.1,16.0,158.0,30.0
Toba Tek Singh,2024-11-05 09:00,111.98,117.8,66.8,465.0,2.0,15.9,160.0,32.0
Toba Tek Singh,2024-11-05 10:00,115.23000000000002,116.4,65.9,509.0,3.7,15.4,153.0,30.0
Toba Tek Singh,2024-11-05 11:00,120.68499999999999,115.0,65.7,582.0,6.6,14.6,139.0,28.0
Toba Tek Singh,2024-11-05 12:00,138.90499999999997,146.2,86.4,642.0,9.3,13.2,131.0,28.0
Toba Tek Singh,2024-11-05 13:00,144.76,156.0,94.1,667.0,12.3,13.0,116.0,26.0
Toba Tek Singh,2024-11-05 14:00,146.365,159.7,98.3,678.0,16.3,12.8,96.0,24.0
Toba Tek Singh,2024-11-05 15:00,148.96,164.4,102.2,694.0,19.0,12.3,82.0,21.0
Toba Tek Singh,2024-11-05 16:00,153.76499999999996,169.0,105.7,728.0,19.0,11.5,76.0,18.0
Toba Tek Singh,2024-11-05 17:00,159.46500000000003,174.2,109.4,767.0,17.5,11.9,78.0,14.0
Toba Tek Singh,2024-11-05 18:00,163.19500000000002,177.0,111.5,796.0,16.0,12.2,80.0,13.0
Toba Tek Singh,2024-11-05 19:00,163.55000000000004,177.0,111.3,806.0,14.7,12.2,80.0,13.0
Toba Tek Singh,2024-11-05 20:00,163.30499999999998,177.9,112.0,806.0,13.2,12.0,79.0,13.0
Toba Tek Singh,2024-11-05 21:00,163.645,179.3,112.7,810.0,12.1,11.8,77.0,13.0
Toba Tek Singh,2024-11-05 22:00,164.355,180.2,113.2,819.0,11.3,11.6,72.0,13.0
Toba Tek Singh,2024-11-05 23:00,165.385,180.7,113.4,833.0,10.8,11.4,66.0,14.0
Toba Tek Singh,2024-11-06 00:00,164.58499999999998,168.6,106.6,865.0,6.9,12.0,69.0,11.0
Toba Tek Singh,2024-11-06 01:00,172.905,170.0,107.3,947.0,8.2,11.5,62.0,14.0
Toba Tek Singh,2024-11-06 02:00,183.97000000000003,173.7,110.1,1046.0,9.8,11.0,53.0,18.0
Toba Tek Singh,2024-11-06 03:00,188.775,176.0,111.3,1079.0,10.4,10.9,57.0,23.0
Toba Tek Singh,2024-11-06 04:00,181.56,175.6,109.4,986.0,8.8,12.7,86.0,30.0
Toba Tek Singh,2024-11-06 05:00,167.82999999999998,173.2,105.7,826.0,6.1,16.1,127.0,38.0
Toba Tek Singh,2024-11-06 06:00,153.19,164.8,98.7,690.0,3.9,18.0,157.0,42.0
Toba Tek Singh,2024-11-06 07:00,138.55,148.5,87.3,602.0,2.4,17.1,166.0,40.0
Toba Tek Singh,2024-11-06 08:00,128.67,139.7,81.0,538.0,1.3,14.6,166.0,35.0
Toba Tek Singh,2024-11-06 09:00,124.58499999999998,134.6,77.8,520.0,1.5,12.6,165.0,31.0
Toba Tek Singh,2024-11-06 10:00,126.35500000000002,129.9,75.2,562.0,3.2,11.5,158.0,29.0
Toba Tek Singh,2024-11-06 11:00,132.72500000000002,126.7,73.3,649.0,6.1,11.1,145.0,26.0
Toba Tek Singh,2024-11-06 12:00,145.45,130.9,77.8,765.0,10.5,11.0,129.0,24.0
Toba Tek Singh,2024-11-06 13:00,167.555,145.3,87.5,937.0,17.7,11.5,109.0,24.0
Toba Tek Singh,2024-11-06 14:00,193.24999999999997,161.1,99.4,1137.0,26.3,12.9,92.0,25.0
Toba Tek Singh,2024-11-06 15:00,211.40500000000003,177.0,110.6,1262.0,32.5,14.0,77.0,25.0
Toba Tek Singh,2024-11-06 16:00,214.71,188.6,119.0,1254.0,34.8,14.3,65.0,24.0
Toba Tek Singh,2024-11-06 17:00,208.475,194.6,123.9,1172.0,34.8,14.3,55.0,23.0
Toba Tek Singh,2024-11-06 18:00,199.255,193.7,123.9,1090.0,33.1,13.8,46.0,21.0
Toba Tek Singh,2024-11-06 19:00,188.59999999999997,184.9,118.3,1031.0,29.4,12.8,38.0,20.0
Toba Tek Singh,2024-11-06 20:00,178.59,176.5,113.4,972.0,24.7,11.6,36.0,19.0
Toba Tek Singh,2024-11-06 21:00,170.89999999999998,171.4,110.6,922.0,23.6,10.6,38.0,18.0
Toba Tek Singh,2024-11-06 22:00,161.33000000000004,158.8,102.4,884.0,21.0,9.8,41.0,16.0
Toba Tek Singh,2024-11-06 23:00,153.16500000000002,146.7,94.5,859.0,17.4,9.4,45.0,13.0
Vehari,2024-11-05 00:00,207.99,116.2,71.5,1504.0,10.9,12.8,74.0,13.0
Vehari,2024-11-05 01:00,201.53500000000003,111.5,68.5,1469.0,11.3,11.8,64.0,12.0
Vehari,2024-11-05 02:00,206.265,112.2,69.2,1525.0,11.6,10.6,52.0,11.0
Vehari,2024-11-05 03:00,202.255,112.0,69.2,1487.0,11.2,10.0,51.0,11.0
Vehari,2024-11-05 04:00,181.58499999999998,110.1,66.8,1271.0,9.2,10.9,71.0,15.0
Vehari,2024-11-05 05:00,152.45999999999998,108.0,64.3,960.0,6.4,12.5,102.0,21.0
Vehari,2024-11-05 06:00,127.58000000000001,104.5,60.1,707.0,4.1,13.4,126.0,25.0
Vehari,2024-11-05 07:00,107.985,85.7,47.6,583.0,2.4,12.8,138.0,25.0
Vehari,2024-11-05 08:00,93.92000000000002,69.8,38.9,504.0,1.4,11.4,143.0,23.0
Vehari,2024-11-05 09:00,86.59499999999998,62.2,34.9,462.0,1.6,10.6,143.0,21.0
Vehari,2024-11-05 10:00,85.71500000000002,57.4,32.5,476.0,3.4,9.8,137.0,19.0
Vehari,2024-11-05 11:00,89.28500000000001,54.9,31.7,528.0,6.9,9.1,126.0,16.0
Vehari,2024-11-05 12:00,110.12500000000001,92.2,53.3,581.0,13.6,10.1,113.0,28.0
Vehari,2024-11-05 13:00,129.92499999999998,109.4,65.2,728.0,21.4,11.4,98.0,28.0
Vehari,2024-11-05 14:00,155.83,130.4,80.1,918.0,32.1,13.3,77.0,28.0
Vehari,2024-11-05 15:00,175.18000000000004,151.8,95.0,1057.0,40.7,14.7,59.0,28.0
Vehari,2024-11-05 16:00,182.565,169.5,107.6,1108.0,45.1,15.5,52.0,28.0
Vehari,2024-11-05 17:00,184.05,186.7,119.7,1108.0,47.4,15.9,51.0,28.0
Vehari,2024-11-05 18:00,196.68,198.4,127.6,1222.0,48.0,15.8,49.0,27.0
Vehari,2024-11-05 19:00,193.91500000000002,198.4,127.6,1191.0,47.0,15.1,44.0,26.0
Vehari,2024-11-05 20:00,183.15499999999997,194.2,124.3,1060.0,44.4,15.2,37.0,27.0
Vehari,2024-11-05 21:00,175.35999999999999,186.3,119.0,949.0,40.5,14.7,30.0,27.0
Vehari,2024-11-05 22:00,172.05500000000004,176.0,112.5,898.0,36.0,13.3,21.0,26.0
Vehari,2024-11-05 23:00,167.26999999999998,174.6,111.8,866.0,37.0,11.2,21.0,24.0
Vehari,2024-11-06 00:00,154.33999999999997,151.8,98.0,845.0,27.6,8.0,36.0,15.0
Vehari,2024-11-06 01:00,149.98000000000002,143.9,92.4,840.0,24.1,7.4,35.0,16.0
Vehari,2024-11-06 02:00,154.59,143.4,91.7,893.0,19.3,7.2,34.0,18.0
Vehari,2024-11-06 03:00,158.76000000000002,141.1,89.2,940.0,14.7,7.9,43.0,21.0
Vehari,2024-11-06 04:00,156.485,136.0,84.8,911.0,10.9,10.0,72.0,24.0
Vehari,2024-11-06 05:00,149.835,133.2,78.2,842.0,7.4,12.8,111.0,27.0
Vehari,2024-11-06 06:00,141.21,124.8,72.9,763.0,4.7,14.4,144.0,28.0
Vehari,2024-11-06 07:00,127.91000000000001,105.5,62.6,671.0,2.9,15.0,160.0,27.0
Vehari,2024-11-06 08:00,119.52500000000002,98.7,58.4,604.0,2.0,16.5,167.0,25.0
Vehari,2024-11-06 09:00,114.26000000000002,97.1,57.5,554.0,2.2,17.8,169.0,24.0
Vehari,2024-11-06 10:00,110.44999999999999,98.5,58.7,510.0,3.9,18.8,166.0,22.0
Vehari,2024-11-06 11:00,115.315,101.3,60.8,565.0,7.7,19.5,158.0,20.0
Vehari,2024-11-06 12:00,129.195,108.5,67.1,677.0,12.7,20.3,146.0,19.0
Vehari,2024-11-06 13:00,156.96500000000003,125.7,78.7,879.0,20.1,21.3,128.0,19.0
Vehari,2024-11-06 14:00,190.91,142.0,90.1,1161.0,28.7,22.4,107.0,19.0
Vehari,2024-11-06 15:00,218.68000000000004,151.8,97.1,1407.0,35.0,23.1,90.0,19.0
Vehari,2024-11-06 16:00,238.715,157.4,100.6,1593.0,37.1,23.5,82.0,19.0
Vehari,2024-11-06 17:00,256.685,168.1,108.0,1744.0,37.0,23.5,78.0,19.0
Vehari,2024-11-06 18:00,267.7750000000001,174.6,112.2,1837.0,36.7,22.9,73.0,19.0
Vehari,2024-11-06 19:00,268.355,173.7,111.1,1864.0,37.6,21.0,65.0,20.0
Vehari,2024-11-06 20:00,261.92,172.8,110.4,1833.0,38.4,18.5,56.0,20.0
Vehari,2024-11-06 21:00,247.03999999999996,170.4,108.7,1740.0,37.2,16.4,52.0,20.0
Vehari,2024-11-06 22:00,220.24,157.9,101.3,1539.0,32.2,15.4,56.0,17.0
Vehari,2024-11-06 23:00,189.185,136.0,87.1,1276.0,25.3,14.8,64.0,14.0
