District,Time,AQI,PM10,PM2.5,Carbon_Monoxide,Nitrogen_Dioxide,Sulphur_Dioxide,Ozone,Dust
Hafizabad,2024-11-06 23:00,265.67,199.8,127.6,1741.0,24.8,15.4,44.0,15.0
Jhang,2024-11-05 00:00,212.76500000000001,150.9,93.4,1436.0,12.2,11.9,67.0,17.0
Jhang,2024-11-05 01:00,208.725,147.6,91.3,1411.0,12.5,10.6,61.0,16.0
Jhang,2024-11-05 02:00,200.94000000000003,144.4,89.4,1347.0,13.1,9.0,54.0,15.0
Jhang,2024-11-05 03:00,190.86,143.0,89.2,1250.0,14.6,8.3,57.0,16.0
Jhang,2024-11-05 04:00,178.68999999999997,145.3,90.1,1103.0,12.8,9.7,82.0,19.0
Jhang,2024-11-05 05:00,163.22500000000002,145.8,88.9,923.0,9.3,12.0,117.0,23.0
Jhang,2024-11-05 06:00,151.49,143.0,85.9,799.0,6.3,14.0,144.0,27.0
Jhang,2024-11-05 07:00,140.975,136.0,79.9,705.0,4.1,15.1,158.0,30.0
Jhang,2024-11-05 08:00,133.065,130.9,75.9,630.0,2.8,15.6,167.0,34.0
Jhang,2024-11-05 09:00,128.82,128.1,74.0,592.0,2.6,15.7,169.0,35.0
Jhang,2024-11-05 10:00,129.875,126.7,73.3,609.0,7.4,15.2,167.0,34.0
Jhang,2024-11-05 11:00,134.04500000000002,125.7,73.3,664.0,14.9,14.3,164.0,31.0
Jhang,2024-11-05 12:00,151.01000000000002,158.3,94.5,716.0,21.0,13.2,160.0,31.0
Jhang,2024-11-05 13:00,175.785,172.8,105.5,898.0,26.0,13.0,145.0,28.0
Jhang,2024-11-05 14:00,202.14000000000001,180.7,112.2,1141.0,32.7,12.8,125.0,29.0
Jhang,2024-11-05 15:00,221.535,182.1,114.1,1340.0,36.1,12.3,109.0,28.0
Jhang,2024-11-05 16:00,235.145,183.9,115.7,1475.0,33.3,12.5,102.0,24.0
Jhang,2024-11-05 17:00,244.83000000000004,190.9,119.2,1567.0,27.2,13.0,99.0,19.0
Jhang,2024-11-05 18:00,246.95000000000005,196.0,122.9,1593.0,21.8,13.3,95.0,16.0
Jhang,2024-11-05 19:00,237.46000000000004,197.9,124.3,1509.0,18.3,13.4,89.0,16.0
Jhang,2024-11-05 20:00,222.205,199.8,125.3,1359.0,15.5,13.3,82.0,15.0
Jhang,2024-11-05 21:00,216.745,200.7,126.2,1341.0,14.7,13.1,75.0,16.0
Jhang,2024-11-05 22:00,213.45499999999998,201.6,126.7,1310.0,14.4,12.6,68.0,17.0
Jhang,2024-11-05 23:00,217.09,201.6,126.7,1274.0,14.3,12.0,61.0,18.0
Jhang,2024-11-06 00:00,225.35000000000002,194.6,122.9,1371.0,9.5,14.1,67.0,13.0
Jhang,2024-11-06 01:00,236.13000000000002,194.6,122.9,1484.0,11.1,13.6,61.0,13.0
Jhang,2024-11-06 02:00,247.14,197.9,125.3,1588.0,15.4,13.0,55.0,15.0
Jhang,2024-11-06 03:00,248.45499999999998,200.7,127.1,1602.0,17.3,13.0,59.0,19.0
Jhang,2024-11-06 04:00,234.46999999999997,198.8,125.3,1441.0,14.5,14.3,85.0,27.0
Jhang,2024-11-06 05:00,212.22000000000003,195.6,121.5,1181.0,9.4,16.1,126.0,35.0
Jhang,2024-11-06 06:00,189.505,187.2,114.3,957.0,5.2,17.1,159.0,41.0
Jhang,2024-11-06 07:00,169.93499999999997,172.3,103.6,814.0,2.6,16.4,173.0,40.0
Jhang,2024-11-06 08:00,153.16000000000003,157.9,92.9,707.0,1.3,14.8,176.0,36.0
Jhang,2024-11-06 09:00,142.54,150.4,88.2,638.0,2.1,13.4,171.0,32.0
Jhang,2024-11-06 10:00,136.85999999999999,144.8,85.0,615.0,6.6,12.7,167.0,32.0
Jhang,2024-11-06 11:00,136.125,140.6,82.2,650.0,13.9,12.1,164.0,30.0
Jhang,2024-11-06 12:00,148.64000000000001,147.6,87.5,745.0,23.9,11.6,155.0,30.0
Jhang,2024-11-06 13:00,169.32,170.0,103.1,847.0,40.1,11.8,137.0,29.0
Jhang,2024-11-06 14:00,195.29999999999995,193.7,120.1,1005.0,59.0,13.5,113.0,29.0
Jhang,2024-11-06 15:00,222.905,208.6,130.9,1221.0,69.6,14.4,93.0,27.0
Jhang,2024-11-06 16:00,257.59999999999997,205.8,130.9,1602.0,65.3,13.8,79.0,23.0
Jhang,2024-11-06 17:00,304.4750000000001,195.1,124.8,2132.0,52.7,13.5,75.0,22.0
Jhang,2024-11-06 18:00,328.155,193.7,123.9,2379.0,40.5,13.5,72.0,21.0
Jhang,2024-11-06 19:00,294.40000000000003,184.9,118.3,2105.0,31.0,13.4,67.0,20.0
Jhang,2024-11-06 20:00,253.10500000000002,176.5,113.4,1774.0,24.7,13.0,61.0,19.0
Jhang,2024-11-06 21:00,241.97,173.2,110.6,1610.0,23.6,12.5,57.0,18.0
Jhang,2024-11-06 22:00,225.04500000000004,169.0,107.1,1464.0,21.0,11.9,56.0,16.0
Jhang,2024-11-06 23:00,198.015,164.4,104.1,1303.0,17.4,11.8,60.0,13.0
Jhelum,2024-11-05 00:00,122.48000000000002,48.3,33.9,949.0,21.1,6.5,70.0,0.0
Jhelum,2024-11-05 01:00,121.98499999999999,49.6,34.7,950.0,25.8,6.3,63.0,0.0
Jhelum,2024-11-05 02:00,127.86499999999998,56.1,39.3,965.0,31.9,6.3,55.0,0.0
Jhelum,2024-11-05 03:00,143.54,64.3,45.1,1079.0,33.4,6.8,60.0,0.0
Jhelum,2024-11-05 04:00,133.435,56.6,39.6,979.0,25.7,9.1,90.0,2.0
Jhelum,2024-11-05 05:00,114.03000000000002,64.0,42.8,771.0,13.4,13.3,132.0,4.0
Jhelum,2024-11-05 06:00,117.97000000000001,88.9,57.3,624.0,4.2,17.0,168.0,8.0
Jhelum,2024-11-05 07:00,127.00500000000001,116.2,72.6,590.0,1.9,19.7,182.0,13.0
Jhelum,2024-11-05 08:00,134.55499999999998,135.0,82.7,583.0,1.6,21.9,184.0,20.0
Jhelum,2024-11-05 09:00,138.51,144.4,87.3,585.0,2.6,23.0,183.0,24.0
Jhelum,2024-11-05 10:00,139.435,147.6,88.7,625.0,8.6,22.2,174.0,25.0
Jhelum,2024-11-05 11:00,147.59500000000003,146.2,88.7,764.0,17.5,20.2,160.0,23.0
Jhelum,2024-11-05 12:00,167.98499999999999,182.1,111.5,895.0,28.5,16.3,141.0,26.0
Jhelum,2024-11-05 13:00,184.57,187.7,115.3,1009.0,35.0,16.7,137.0,26.0
Jhelum,2024-11-05 14:00,199.685,191.9,118.5,1115.0,43.9,17.3,130.0,26.0
Jhelum,2024-11-05 15:00,209.335,195.1,120.6,1183.0,50.6,17.3,120.0,25.0
Jhelum,2024-11-05 16:00,212.13000000000002,196.0,121.5,1195.0,53.3,16.6,106.0,23.0
Jhelum,2024-11-05 17:00,209.935,194.6,122.5,1169.0,53.8,15.4,89.0,21.0
Jhelum,2024-11-05 18:00,203.225,188.6,119.2,1132.0,52.9,13.8,72.0,18.0
Jhelum,2024-11-05 19:00,192.66,177.9,113.2,1086.0,50.5,13.1,55.0,15.0
Jhelum,2024-11-05 20:00,179.015,156.5,103.1,1027.0,46.7,12.6,37.0,11.0
Jhelum,2024-11-05 21:00,167.32499999999996,141.6,93.8,974.0,42.7,11.7,31.0,9.0
Jhelum,2024-11-05 22:00,158.41,134.1,89.4,922.0,38.7,10.3,31.0,8.0
Jhelum,2024-11-05 23:00,152.85000000000002,133.6,88.9,876.0,34.5,8.5,32.0,8.0
Jhelum,2024-11-06 00:00,148.19499999999996,129.0,85.7,861.0,37.8,6.0,17.0,9.0
Jhelum,2024-11-06 01:00,152.48000000000002,129.5,86.1,908.0,35.8,5.6,14.0,10.0
Jhelum,2024-11-06 02:00,159.89000000000001,129.5,86.8,987.0,32.7,5.1,18.0,11.0
Jhelum,2024-11-06 03:00,165.54500000000002,140.2,92.2,1033.0,28.6,5.8,35.0,12.0
Jhelum,2024-11-06 04:00,166.565,138.8,92.7,1014.0,22.5,8.9,74.0,14.0
Jhelum,2024-11-06 05:00,167.855,160.7,103.6,963.0,15.3,13.1,125.0,17.0
Jhelum,2024-11-06 06:00,165.555,164.8,104.1,912.0,9.6,16.0,163.0,19.0
Jhelum,2024-11-06 07:00,157.74,149.0,93.1,867.0,5.7,16.2,184.0,18.0
Jhelum,2024-11-06 08:00,148.685,131.3,82.0,822.0,3.3,14.9,195.0,17.0
Jhelum,2024-11-06 09:00,142.02500000000003,119.2,74.5,794.0,3.7,13.7,196.0,15.0
Jhelum,2024-11-06 10:00,137.78,111.5,69.6,782.0,8.4,12.7,183.0,14.0
Jhelum,2024-11-06 11:00,135.78,109.2,68.2,787.0,15.9,12.1,161.0,14.0
Jhelum,2024-11-06 12:00,140.72000000000003,117.3,73.8,827.0,23.5,11.7,144.0,13.0
Jhelum,2024-11-06 13:00,154.865,128.1,80.8,927.0,31.2,11.9,132.0,13.0
Jhelum,2024-11-06 14:00,172.54000000000005,135.0,85.7,1061.0,39.1,12.5,119.0,13.0
Jhelum,2024-11-06 15:00,186.22500000000002,139.2,88.9,1171.0,44.2,13.2,106.0,12.0
Jhelum,2024-11-06 16:00,195.185,140.6,90.6,1244.0,44.9,13.5,92.0,11.0
Jhelum,2024-11-06 17:00,200.76000000000005,139.2,90.8,1292.0,42.9,13.5,78.0,9.0
Jhelum,2024-11-06 18:00,200.53500000000003,136.0,91.0,1297.0,40.3,13.4,68.0,7.0
Jhelum,2024-11-06 19:00,191.56500000000003,133.2,88.9,1229.0,37.6,13.0,63.0,6.0
Jhelum,2024-11-06 20:00,178.02500000000003,129.5,86.6,1118.0,34.4,12.4,61.0,6.0
Jhelum,2024-11-06 21:00,166.61,125.7,84.1,1062.0,31.8,11.9,60.0,6.0
Jhelum,2024-11-06 22:00,161.895,122.5,82.2,1071.0,29.9,11.5,60.0,6.0
Jhelum,2024-11-06 23:00,160.60500000000005,119.7,80.1,1061.0,28.5,11.1,60.0,6.0
Kasur,2024-11-05 00:00,165.86999999999998,163.9,104.5,884.0,13.6,12.3,71.0,16.0
Kasur,2024-11-05 01:00,166.89000000000001,163.0,104.5,893.0,18.7,12.6,67.0,15.0
Kasur,2024-11-05 02:00,171.47,164.8,106.6,925.0,25.4,13.1,63.0,13.0
Kasur,2024-11-05 03:00,172.39499999999998,163.9,106.2,925.0,28.4,14.1,69.0,13.0
Kasur,2024-11-05 04:00,168.60000000000002,162.1,104.8,866.0,24.1,16.1,94.0,15.0
Kasur,2024-11-05 05:00,162.725,161.6,102.9,777.0,16.0,18.5,138.0,17.0
Kasur,2024-11-05 06:00,156.76000000000002,162.1,101.7,691.0,9.6,20.2,172.0,21.0
Kasur,2024-11-05 07:00,149.615,163.4,100.8,608.0,4.5,20.4,188.0,25.0
Kasur,2024-11-05 08:00,139.68,159.7,96.2,529.0,2.6,21.8,192.0,29.0
Kasur,2024-11-05 09:00,134.31000000000003,156.5,92.9,492.0,5.2,22.8,185.0,31.0
Kasur,2024-11-05 10:00,135.335,155.1,92.0,507.0,22.8,21.9,167.0,31.0
Kasur,2024-11-05 11:00,141.735,156.5,93.6,564.0,48.0,19.9,148.0,29.0
Kasur,2024-11-05 12:00,176.50499999999997,211.4,129.9,675.0,67.6,19.4,140.0,30.0
Kasur,2024-11-05 13:00,202.30000000000004,221.2,138.3,901.0,72.1,19.1,125.0,26.0
Kasur,2024-11-05 14:00,229.22500000000005,222.6,140.6,1180.0,78.1,18.6,107.0,21.0
Kasur,2024-11-05 15:00,242.6,219.3,140.2,1340.0,80.5,18.0,92.0,18.0
Kasur,2024-11-05 16:00,233.285,216.1,138.3,1272.0,76.7,17.3,86.0,16.0
Kasur,2024-11-05 17:00,230.83,213.3,136.9,1374.0,69.2,16.8,83.0,16.0
Kasur,2024-11-05 18:00,250.67000000000004,210.5,134.6,1566.0,61.2,16.4,80.0,15.0
Kasur,2024-11-05 19:00,245.36500000000004,207.7,133.2,1517.0,52.8,15.5,73.0,15.0
Kasur,2024-11-05 20:00,228.42999999999998,204.9,131.8,1356.0,43.8,14.4,66.0,15.0
Kasur,2024-11-05 21:00,222.69500000000002,201.6,129.9,1308.0,36.2,13.4,59.0,15.0
Kasur,2024-11-05 22:00,246.02500000000003,198.4,127.1,1551.0,30.4,12.7,53.0,16.0
Kasur,2024-11-05 23:00,280.545,197.4,125.3,1907.0,26.1,12.3,47.0,17.0
Kasur,2024-11-06 00:00,288.505,177.4,113.4,2069.0,17.5,10.7,57.0,17.0
Kasur,2024-11-06 01:00,266.92,179.3,113.4,1851.0,22.8,10.6,52.0,21.0
Kasur,2024-11-06 02:00,227.78,189.5,119.7,1438.0,29.7,10.8,47.0,27.0
Kasur,2024-11-06 03:00,205.70999999999998,194.2,121.1,1150.0,32.7,12.3,55.0,33.0
Kasur,2024-11-06 04:00,197.185,194.6,117.8,1032.0,27.9,16.0,89.0,42.0
Kasur,2024-11-06 05:00,183.17499999999998,197.0,115.3,840.0,19.0,21.0,136.0,51.0
Kasur,2024-11-06 06:00,171.09000000000006,197.4,113.4,684.0,11.8,25.2,179.0,56.0
Kasur,2024-11-06 07:00,163.25499999999997,194.6,112.2,600.0,5.9,28.2,202.0,53.0
Kasur,2024-11-06 08:00,157.53000000000003,190.5,111.1,553.0,1.6,30.4,213.0,45.0
Kasur,2024-11-06 09:00,154.04500000000002,184.4,108.5,541.0,5.8,31.5,208.0,38.0
Kasur,2024-11-06 10:00,154.305,179.3,106.2,563.0,25.0,30.8,181.0,34.0
Kasur,2024-11-06 11:00,159.32500000000002,177.4,106.9,621.0,52.6,29.1,149.0,32.0
Kasur,2024-11-06 12:00,177.01,196.5,120.6,721.0,75.9,28.0,123.0,30.0
Kasur,2024-11-06 13:00,201.84999999999997,218.9,136.0,879.0,91.3,28.8,101.0,29.0
Kasur,2024-11-06 14:00,229.415,238.4,149.5,1078.0,102.4,30.3,82.0,29.0
Kasur,2024-11-06 15:00,254.25499999999997,251.5,158.8,1280.0,106.4,30.7,67.0,29.0
Kasur,2024-11-06 16:00,275.14000000000004,253.3,160.7,1497.0,100.2,29.1,60.0,28.0
Kasur,2024-11-06 17:00,292.735,247.7,157.9,1716.0,86.9,26.5,59.0,25.0
Kasur,2024-11-06 18:00,300.66999999999996,238.4,151.3,1855.0,73.5,23.7,59.0,23.0
Kasur,2024-11-06 19:00,294.95000000000005,223.1,141.6,1878.0,61.9,21.1,60.0,20.0
Kasur,2024-11-06 20:00,281.265,207.7,131.8,1820.0,50.2,19.7,62.0,20.0
Kasur,2024-11-06 21:00,263.83,196.5,124.3,1708.0,39.5,18.3,64.0,19.0
Kasur,2024-11-06 22:00,239.27999999999997,191.9,120.6,1509.0,29.1,16.9,64.0,17.0
Kasur,2024-11-06 23:00,210.41500000000002,186.3,117.3,1256.0,19.8,15.5,64.0,15.0
Khanewal,2024-11-05 00:00,206.19,137.4,86.1,1486.0,12.8,13.4,74.0,13.0
Khanewal,2024-11-05 01:00,205.13500000000002,131.3,82.0,1505.0,12.1,12.0,64.0,12.0
Khanewal,2024-11-05 02:00,205.965,126.2,78.9,1522.0,11.9,10.6,54.0,11.0
Khanewal,2024-11-05 03:00,199.95499999999998,122.9,76.4,1464.0,11.6,10.0,57.0,12.0
Khanewal,2024-11-05 04:00,181.285,121.5,74.5,1268.0,9.5,10.9,79.0,15.0
Khanewal,2024-11-05 05:00,156.26,120.6,72.6,998.0,6.5,12.9,112.0,21.0
Khanewal,2024-11-05 06:00,136.88,119.7,70.1,773.0,4.1,14.4,137.0,25.0
Khanewal,2024-11-05 07:00,122.19500000000002,110.8,62.6,661.0,2.6,14.7,150.0,26.0
Khanewal,2024-11-05 08:00,109.77000000000001,99.9,56.1,594.0,1.8,14.9,155.0,29.0
Khanewal,2024-11-05 09:00,102.74,94.1,52.7,557.0,1.9,14.7,155.0,30.0
Khanewal,2024-11-05 10:00,100.925,89.2,50.3,567.0,3.4,13.8,148.0,27.0
Khanewal,2024-11-05 11:00,102.67000000000002,85.2,48.2,609.0,6.1,12.5,134.0,22.0
Khanewal,2024-11-05 12:00,123.07,117.8,68.2,676.0,9.7,12.3,126.0,28.0
Khanewal,2024-11-05 13:00,135.22,129.0,77.1,734.0,16.6,13.1,111.0,28.0
Khanewal,2024-11-05 14:00,150.72500000000002,150.4,92.0,854.0,26.1,14.4,90.0,29.0
Khanewal,2024-11-05 15:00,166.78000000000003,170.9,106.4,973.0,33.1,15.1,73.0,28.0
Khanewal,2024-11-05 16:00,177.95,184.4,115.9,1035.0,35.7,15.0,64.0,28.0
Khanewal,2024-11-05 17:00,190.495,190.9,121.1,1061.0,38.2,14.9,58.0,28.0
Khanewal,2024-11-05 18:00,195.655,195.6,125.3,1051.0,38.6,14.9,55.0,27.0
Khanewal,2024-11-05 19:00,186.735,195.6,124.8,984.0,36.1,15.1,54.0,26.0
Khanewal,2024-11-05 20:00,170.51999999999998,190.0,121.5,880.0,34.9,15.2,55.0,27.0
Khanewal,2024-11-05 21:00,160.35999999999999,177.4,113.6,799.0,35.1,14.7,56.0,27.0
Khanewal,2024-11-05 22:00,158.15500000000003,176.0,112.5,759.0,36.0,13.3,55.0,26.0
Khanewal,2024-11-05 23:00,154.87,174.6,111.8,742.0,37.0,11.2,54.0,24.0
Khanewal,2024-11-06 00:00,145.33999999999997,151.8,98.0,755.0,27.6,8.0,59.0,15.0
Khanewal,2024-11-06 01:00,148.78000000000003,143.9,92.4,828.0,24.1,7.6,54.0,15.0
Khanewal,2024-11-06 02:00,158.29,143.4,91.7,935.0,19.3,7.3,48.0,15.0
Khanewal,2024-11-06 03:00,162.66000000000005,143.4,90.6,982.0,14.7,7.7,51.0,19.0
Khanewal,2024-11-06 04:00,157.885,146.2,90.8,925.0,10.9,9.8,74.0,24.0
Khanewal,2024-11-06 05:00,147.43500000000003,145.8,88.0,818.0,7.4,12.6,112.0,30.0
Khanewal,2024-11-06 06:00,136.71,138.8,82.4,718.0,4.7,14.2,144.0,34.0
Khanewal,2024-11-06 07:00,124.41000000000001,123.9,73.8,636.0,3.0,15.0,160.0,33.0
Khanewal,2024-11-06 08:00,115.22500000000001,111.8,65.2,561.0,2.0,16.5,167.0,29.0
Khanewal,2024-11-06 09:00,111.16000000000001,102.7,59.5,523.0,2.2,17.8,169.0,26.0
Khanewal,2024-11-06 10:00,111.94999999999999,98.5,58.7,525.0,3.8,18.8,166.0,23.0
Khanewal,2024-11-06 11:00,116.61500000000001,101.3,60.8,564.0,6.6,19.5,158.0,21.0
Khanewal,2024-11-06 12:00,128.595,108.5,67.1,657.0,10.1,20.3,146.0,19.0
Khanewal,2024-11-06 13:00,152.46500000000003,125.7,78.7,850.0,14.9,21.3,128.0,19.0
Khanewal,2024-11-06 14:00,181.31,142.0,90.1,1105.0,20.3,22.4,107.0,19.0
Khanewal,2024-11-06 15:00,206.9,151.8,97.1,1355.0,24.3,23.1,90.0,20.0
Khanewal,2024-11-06 16:00,234.66000000000005,161.1,103.6,1612.0,26.3,23.5,82.0,20.0
Khanewal,2024-11-06 17:00,263.195,175.1,113.4,1864.0,29.3,23.5,78.0,20.0
Khanewal,2024-11-06 18:00,281.00000000000006,183.5,119.0,2013.0,31.8,22.9,73.0,20.0
Khanewal,2024-11-06 19:00,280.72,183.5,119.0,2014.0,34.5,21.0,67.0,20.0
Khanewal,2024-11-06 20:00,274.22,183.0,118.7,1956.0,36.6,18.5,61.0,21.0
Khanewal,2024-11-06 21:00,269.14,182.1,117.8,1961.0,36.9,16.4,57.0,20.0
Khanewal,2024-11-06 22:00,241.24,169.0,110.1,1749.0,34.1,15.4,56.0,17.0
Khanewal,2024-11-06 23:00,203.685,148.5,96.9,1421.0,29.4,14.8,64.0,13.0
Khushab,2024-11-05 00:00,179.395,165.8,104.3,1084.0,16.4,8.4,57.0,17.0
Khushab,2024-11-05 01:00,183.1,163.0,102.7,1113.0,16.1,8.1,55.0,16.0
Khushab,2024-11-05 02:00,187.07000000000002,161.1,102.0,1139.0,15.5,7.9,53.0,15.0
Khushab,2024-11-05 03:00,187.15500000000003,157.4,100.6,1143.0,14.1,8.6,61.0,16.0
Khushab,2024-11-05 04:00,185.48,163.9,103.4,1071.0,11.3,10.6,89.0,19.0
Khushab,2024-11-05 05:00,180.54500000000002,170.9,105.5,955.0,7.7,13.4,127.0,27.0
Khushab,2024-11-05 06:00,170.14500000000004,165.3,99.9,846.0,4.9,15.1,157.0,34.0
Khushab,2024-11-05 07:00,157.01999999999998,154.6,91.3,750.0,3.3,14.5,171.0,37.0
Khushab,2024-11-05 08:00,144.705,148.1,85.2,661.0,2.5,12.8,175.0,37.0
Khushab,2024-11-05 09:00,137.495,143.4,82.9,613.0,2.6,12.9,173.0,36.0
Khushab,2024-11-05 10:00,136.975,140.6,81.7,627.0,4.0,12.8,167.0,36.0
Khushab,2024-11-05 11:00,140.24,138.8,81.0,681.0,6.5,12.3,164.0,36.0
Khushab,2024-11-05 12:00,157.345,161.6,96.6,747.0,10.3,11.1,164.0,36.0
Khushab,2024-11-05 13:00,166.71,169.5,102.4,814.0,13.0,11.5,150.0,31.0
Khushab,2024-11-05 14:00,176.775,176.5,107.8,893.0,18.4,12.2,130.0,28.0
Khushab,2024-11-05 15:00,188.22,183.9,113.2,984.0,21.8,12.9,114.0,26.0
Khushab,2024-11-05 16:00,204.385,191.4,118.0,1120.0,21.6,13.5,108.0,23.0
Khushab,2024-11-05 17:00,222.02000000000004,199.3,122.9,1268.0,19.6,14.1,106.0,25.0
Khushab,2024-11-05 18:00,230.31000000000003,203.5,126.2,1337.0,17.5,14.3,103.0,27.0
Khushab,2024-11-05 19:00,220.11000000000004,203.0,125.7,1245.0,16.1,14.0,96.0,25.0
Khushab,2024-11-05 20:00,201.125,201.2,124.3,1090.0,14.7,13.3,92.0,21.0
Khushab,2024-11-05 21:00,188.77499999999998,197.9,122.5,1085.0,13.3,12.7,93.0,20.0
Khushab,2024-11-05 22:00,191.835,195.6,120.6,1139.0,11.5,12.4,93.0,21.0
Khushab,2024-11-05 23:00,202.41499999999996,194.6,119.2,1219.0,11.3,11.9,92.0,24.0
Khushab,2024-11-06 00:00,212.195,193.7,120.6,1281.0,8.8,14.1,93.0,20.0
Khushab,2024-11-06 01:00,218.20000000000002,194.6,120.6,1327.0,12.3,13.6,81.0,18.0
Khushab,2024-11-06 02:00,224.35000000000002,200.7,124.3,1356.0,17.0,13.0,74.0,18.0
Khushab,2024-11-06 03:00,223.54,203.5,127.1,1320.0,19.0,13.0,83.0,19.0
Khushab,2024-11-06 04:00,212.36,207.7,128.5,1168.0,15.2,15.3,109.0,22.0
Khushab,2024-11-06 05:00,194.81,210.9,129.0,950.0,8.5,20.1,144.0,25.0
Khushab,2024-11-06 06:00,177.23000000000002,204.0,122.9,774.0,3.3,22.9,170.0,29.0
Khushab,2024-11-06 07:00,162.90000000000003,188.1,112.0,695.0,1.8,21.6,181.0,31.0
Khushab,2024-11-06 08:00,152.62999999999997,174.2,103.1,636.0,1.2,18.2,180.0,31.0
Khushab,2024-11-06 09:00,146.805,164.8,97.8,606.0,1.5,15.3,174.0,32.0
Khushab,2024-11-06 10:00,143.955,158.8,94.1,612.0,3.0,13.8,167.0,32.0
Khushab,2024-11-06 11:00,143.47,154.1,91.3,639.0,5.6,12.8,164.0,30.0
Khushab,2024-11-06 12:00,144.25500000000002,150.4,91.0,670.0,9.3,12.2,155.0,28.0
Khushab,2024-11-06 13:00,148.09,157.4,95.9,711.0,14.9,11.9,143.0,25.0
Khushab,2024-11-06 14:00,153.54499999999996,166.7,102.7,804.0,21.5,12.0,133.0,25.0
Khushab,2024-11-06 15:00,161.255,176.0,109.2,895.0,26.5,11.9,121.0,24.0
Khushab,2024-11-06 16:00,172.12,182.1,113.6,947.0,28.7,11.9,110.0,21.0
Khushab,2024-11-06 17:00,185.86500000000004,189.5,118.7,975.0,29.3,12.2,106.0,20.0
Khushab,2024-11-06 18:00,197.51,193.7,122.0,1064.0,29.1,12.2,102.0,21.0
Khushab,2024-11-06 19:00,204.61499999999998,192.8,121.1,1145.0,28.4,11.8,98.0,20.0
Khushab,2024-11-06 20:00,210.49000000000004,191.4,120.1,1216.0,26.9,11.3,95.0,21.0
Khushab,2024-11-06 21:00,214.80500000000004,188.6,118.5,1277.0,25.0,10.8,91.0,20.0
Khushab,2024-11-06 22:00,217.42500000000004,183.9,116.4,1327.0,22.4,10.4,86.0,17.0
Khushab,2024-11-06 23:00,219.82,180.7,115.3,1367.0,19.4,10.2,82.0,14.0
Lahore,2024-11-05 00:00,211.95000000000002,172.3,111.1,1309.0,20.4,13.4,71.0,16.0
Lahore,2024-11-05 01:00,241.97000000000003,165.3,106.9,1633.0,27.4,13.6,67.0,15.0
Lahore,2024-11-05 02:00,292.73999999999995,162.1,104.5,2154.0,36.6,14.0,63.0,13.0
Lahore,2024-11-05 03:00,318.17499999999995,160.2,102.2,2406.0,40.8,15.3,69.0,12.0
Lahore,2024-11-05 04:00,291.19,158.8,101.5,2109.0,35.3,18.2,94.0,14.0
Lahore,2024-11-05 05:00,239.44000000000003,159.7,101.3,1542.0,24.9,21.8,147.0,17.0
Lahore,2024-11-05 06:00,198.815,162.1,102.7,1078.0,16.3,24.7,191.0,20.0
Lahore,2024-11-05 07:00,171.85500000000002,168.1,104.8,775.0,8.8,26.1,212.0,24.0
Lahore,2024-11-05 08:00,152.34,170.0,103.8,575.0,3.2,26.6,220.0,29.0
Lahore,2024-11-05 09:00,161.31500000000003,169.0,102.2,670.0,8.3,26.7,212.0,31.0
Lahore,2024-11-05 10:00,215.16500000000002,167.2,101.0,1212.0,33.9,26.3,178.0,30.0
Lahore,2024-11-05 11:00,299.545,167.6,102.2,2050.0,70.3,25.5,148.0,27.0
Lahore,2024-11-05 12:00,407.395,217.9,135.5,2927.0,96.9,22.6,140.0,28.0
Lahore,2024-11-05 13:00,511.095,226.8,142.0,3941.0,95.5,22.2,121.0,25.0
Lahore,2024-11-05 14:00,615.165,228.2,144.4,4995.0,93.3,21.7,94.0,23.0
Lahore,2024-11-05 15:00,667.2249999999999,226.8,144.4,5540.0,89.9,20.9,73.0,21.0
Lahore,2024-11-05 16:00,633.8800000000001,223.1,143.0,5237.0,85.5,19.8,64.0,19.0
Lahore,2024-11-05 17:00,549.45,218.9,140.6,4425.0,79.9,18.4,62.0,17.0
Lahore,2024-11-05 18:00,459.215,210.5,134.6,3580.0,72.5,16.9,59.0,15.0
Lahore,2024-11-05 19:00,370.385,207.7,133.2,2764.0,61.6,15.5,54.0,14.0
Lahore,2024-11-05 20:00,288.91999999999996,204.9,131.8,1928.0,48.9,14.4,49.0,14.0
Lahore,2024-11-05 21:00,244.73,201.6,129.9,1508.0,38.7,13.4,45.0,14.0
Lahore,2024-11-05 22:00,225.85999999999999,197.9,127.1,1343.0,32.2,12.7,42.0,14.0
Lahore,2024-11-05 23:00,222.195,194.2,124.8,1328.0,28.2,12.3,39.0,15.0
Lahore,2024-11-06 00:00,218.68999999999997,176.5,112.5,1370.0,22.3,11.2,56.0,17.0
Lahore,2024-11-06 01:00,262.29,179.3,113.4,1879.0,31.1,11.5,51.0,21.0
Lahore,2024-11-06 02:00,344.495,188.1,117.3,2654.0,42.9,12.1,47.0,27.0
Lahore,2024-11-06 03:00,387.4400000000001,187.7,115.7,3034.0,48.7,14.1,55.0,33.0
Lahore,2024-11-06 04:00,353.9150000000001,185.8,115.0,2637.0,43.2,18.6,89.0,41.0
Lahore,2024-11-06 05:00,283.49499999999995,188.6,115.9,1845.0,31.8,24.5,139.0,49.0
Lahore,2024-11-06 06:00,228.86,200.2,120.1,1211.0,21.9,29.5,193.0,53.0
Lahore,2024-11-06 07:00,199.81500000000003,206.3,123.4,877.0,12.4,32.8,224.0,50.0
