date,hour,District,AQI
11/8/2024,1:00,Mandi Bahuddin,225.92
11/8/2024,1:00,Mianwali,170.385
11/8/2024,1:00,Multan,189.935
11/8/2024,1:00,Muzaffargarh,171.88
11/8/2024,1:00,Nankana Sahib,172.795
11/8/2024,1:00,Narowal,203.56
11/8/2024,1:00,Okara,181.485
11/8/2024,1:00,Pakpattan,157.93
11/8/2024,1:00,Rahim Yar Khan,193.085
11/8/2024,1:00,Rajanpur,164.53
11/8/2024,1:00,Rawalpindi,216.77
11/8/2024,1:00,Sahiwal,168.55
11/8/2024,1:00,Sargodha,219.24
11/8/2024,1:00,Sheikhupura,234.99
11/8/2024,1:00,Sialkot,216.95
11/8/2024,1:00,Toba Tek Singh,166.22
11/8/2024,1:00,Vehari,202.455
11/8/2024,20:00,Attock,237.28
11/8/2024,20:00,Bahawalnagar,159.48
11/8/2024,20:00,Bahawalpur,233.54
11/8/2024,20:00,Bhakkar,184.945
11/8/2024,20:00,Chakwal,209.565
11/8/2024,20:00,Chiniot,337.265
11/8/2024,20:00,Dera Ghazi Khan,245.655
11/8/2024,20:00,Faisalabad,298.93
11/8/2024,20:00,Gujranwala,258.155
11/8/2024,20:00,Gujrat,177.775
11/8/2024,20:00,Hafizabad,260.065
11/8/2024,20:00,Jhang,211.685
11/8/2024,20:00,Jhelum,222.3
11/8/2024,20:00,Kasur,262.33
11/8/2024,20:00,Khanewal,249.815
11/8/2024,20:00,Khushab,220.77
11/8/2024,20:00,Lahore,350.51
11/8/2024,20:00,Layyah,183.205
11/8/2024,20:00,Lodhran,239.975
11/8/2024,20:00,Mandi Bahuddin,285.155
11/8/2024,20:00,Mianwali,177.7
11/8/2024,20:00,Multan,218.515
11/8/2024,20:00,Muzaffargarh,228.355
11/8/2024,20:00,Nankana Sahib,376.03
11/8/2024,20:00,Narowal,233.165
11/8/2024,20:00,Okara,178.675
11/8/2024,20:00,Pakpattan,153.4
11/8/2024,20:00,Rahim Yar Khan,169.11
11/8/2024,20:00,Rajanpur,211.68
11/8/2024,20:00,Rawalpindi,286.785
11/8/2024,20:00,Sahiwal,168.735
11/8/2024,20:00,Sargodha,328.095
11/8/2024,20:00,Sheikhupura,305.855
11/8/2024,20:00,Sialkot,282.035
11/8/2024,20:00,Toba Tek Singh,176.235
11/8/2024,20:00,Vehari,270.615
11/8/2024,21:00,Attock,222.735
11/8/2024,21:00,Bahawalnagar,152.76
11/8/2024,21:00,Bahawalpur,216.84
11/8/2024,21:00,Bhakkar,179.84
11/8/2024,21:00,Chakwal,207.155
11/8/2024,21:00,Chiniot,328.805
11/8/2024,21:00,Dera Ghazi Khan,241.82
11/8/2024,21:00,Faisalabad,327.49
11/8/2024,21:00,Gujranwala,254.15
11/8/2024,21:00,Gujrat,168.605
11/8/2024,21:00,Hafizabad,254.805
11/8/2024,21:00,Jhang,206.87
11/8/2024,21:00,Jhelum,210.655
11/8/2024,21:00,Kasur,264.89
11/8/2024,21:00,Khanewal,239.86
11/8/2024,21:00,Khushab,214.16
11/8/2024,21:00,Lahore,267.655
11/8/2024,21:00,Layyah,175.375
11/8/2024,21:00,Lodhran,225.16
11/8/2024,21:00,Mandi Bahuddin,276.195
11/8/2024,21:00,Mianwali,170.025
11/8/2024,21:00,Multan,199.94
11/8/2024,21:00,Muzaffargarh,226.42
11/8/2024,21:00,Nankana Sahib,389.39
11/8/2024,21:00,Narowal,227.185
11/8/2024,21:00,Okara,175.91
11/8/2024,21:00,Pakpattan,154.2
11/8/2024,21:00,Rahim Yar Khan,166.54
11/8/2024,21:00,Rajanpur,216.225
11/8/2024,21:00,Rawalpindi,298.06
11/8/2024,21:00,Sahiwal,169.33
11/8/2024,21:00,Sargodha,327.51
11/8/2024,21:00,Sheikhupura,298.675
11/8/2024,21:00,Sialkot,268.9
11/8/2024,21:00,Toba Tek Singh,175.335
11/8/2024,21:00,Vehari,248.96
11/8/2024,22:00,Attock,207.425
11/8/2024,22:00,Bahawalnagar,149.89
11/8/2024,22:00,Bahawalpur,208.945
11/8/2024,22:00,Bhakkar,175.635
11/8/2024,22:00,Chakwal,199.115
11/8/2024,22:00,Chiniot,310.08
11/8/2024,22:00,Dera Ghazi Khan,212.235
11/8/2024,22:00,Faisalabad,333.82
11/8/2024,22:00,Gujranwala,249.335
11/8/2024,22:00,Gujrat,165.825
11/8/2024,22:00,Hafizabad,245.48
11/8/2024,22:00,Jhang,207.79
11/8/2024,22:00,Jhelum,196.45
11/8/2024,22:00,Kasur,241.02
11/8/2024,22:00,Khanewal,211.32
11/8/2024,22:00,Khushab,211.605
11/8/2024,22:00,Lahore,225.465
11/8/2024,22:00,Layyah,166.59
11/8/2024,22:00,Lodhran,214.82
11/8/2024,22:00,Mandi Bahuddin,262.585
11/8/2024,22:00,Mianwali,161.04
11/8/2024,22:00,Multan,185.375
11/8/2024,22:00,Muzaffargarh,199.135
11/8/2024,22:00,Nankana Sahib,350.72
11/8/2024,22:00,Narowal,223.79
11/8/2024,22:00,Okara,170.78
11/8/2024,22:00,Pakpattan,156.37
11/8/2024,22:00,Rahim Yar Khan,167.51
11/8/2024,22:00,Rajanpur,201.725
11/8/2024,22:00,Rawalpindi,292.865
11/8/2024,22:00,Sahiwal,169.325
11/8/2024,22:00,Sargodha,317.15
11/8/2024,22:00,Sheikhupura,269.155
11/8/2024,22:00,Sialkot,251.32
11/8/2024,22:00,Toba Tek Singh,173.68
11/8/2024,22:00,Vehari,211.32
11/8/2024,23:00,Attock,199.18
11/8/2024,23:00,Bahawalnagar,150.34
11/8/2024,23:00,Bahawalpur,207.6
11/8/2024,23:00,Bhakkar,171.055
11/8/2024,23:00,Chakwal,195.32
11/8/2024,23:00,Chiniot,282.745
11/8/2024,23:00,Dera Ghazi Khan,168.825
11/8/2024,23:00,Faisalabad,326.755
11/8/2024,23:00,Gujranwala,243.67
11/8/2024,23:00,Gujrat,167.43
11/8/2024,23:00,Hafizabad,236.39
11/8/2024,23:00,Jhang,211.28
11/8/2024,23:00,Jhelum,181.38
11/8/2024,23:00,Kasur,203.855
11/8/2024,23:00,Khanewal,180.355
11/8/2024,23:00,Khushab,210.91
11/8/2024,23:00,Lahore,209.7
11/8/2024,23:00,Layyah,163.68
11/8/2024,23:00,Lodhran,213.19
11/8/2024,23:00,Mandi Bahuddin,245.88
11/8/2024,23:00,Mianwali,150.78
11/8/2024,23:00,Multan,174.44
11/8/2024,23:00,Muzaffargarh,206.03
11/8/2024,23:00,Nankana Sahib,284.255
11/8/2024,23:00,Narowal,221.96
11/8/2024,23:00,Okara,164.655
11/8/2024,23:00,Pakpattan,158.875
11/8/2024,23:00,Rahim Yar Khan,170.195
11/8/2024,23:00,Rajanpur,178.43
11/8/2024,23:00,Rawalpindi,279.52
11/8/2024,23:00,Sahiwal,168.775
11/8/2024,23:00,Sargodha,299.055
11/8/2024,23:00,Sheikhupura,227.16
11/8/2024,23:00,Sialkot,232.115
11/8/2024,23:00,Toba Tek Singh,171.415
11/8/2024,23:00,Vehari,207.555
11/8/2024,2:00,Attock,253.16
11/8/2024,2:00,Bahawalnagar,164.87
11/8/2024,2:00,Bahawalpur,202.08
11/8/2024,2:00,Bhakkar,196.425
11/8/2024,2:00,Chakwal,226.58
11/8/2024,2:00,Chiniot,268.15
11/8/2024,2:00,Dera Ghazi Khan,150.835
11/8/2024,2:00,Faisalabad,304.85
11/8/2024,2:00,Gujranwala,232.425
11/8/2024,2:00,Gujrat,165.01
11/8/2024,2:00,Hafizabad,221.82
11/8/2024,2:00,Jhang,227.905
11/8/2024,2:00,Jhelum,179.2
11/8/2024,2:00,Kasur,180.48
11/8/2024,2:00,Khanewal,175.745
11/8/2024,2:00,Khushab,221.515
11/8/2024,2:00,Lahore,292.145
11/8/2024,2:00,Layyah,175.01
11/8/2024,2:00,Lodhran,244.145
11/8/2024,2:00,Mandi Bahuddin,229.745
11/8/2024,2:00,Mianwali,170.395
11/8/2024,2:00,Multan,191.225
11/8/2024,2:00,Muzaffargarh,175.55
11/8/2024,2:00,Nankana Sahib,173.955
11/8/2024,2:00,Narowal,211.83
11/8/2024,2:00,Okara,184.675
11/8/2024,2:00,Pakpattan,164.165
11/8/2024,2:00,Rahim Yar Khan,215.8
11/8/2024,2:00,Rajanpur,166.33
11/8/2024,2:00,Rawalpindi,341.22
11/8/2024,2:00,Sahiwal,176.075
11/8/2024,2:00,Sargodha,220.615
11/8/2024,2:00,Sheikhupura,282.645
11/8/2024,2:00,Sialkot,224.05
11/8/2024,2:00,Toba Tek Singh,175.775
11/8/2024,2:00,Vehari,220.345
11/8/2024,3:00,Attock,253.475
11/8/2024,3:00,Bahawalnagar,168.925
11/8/2024,3:00,Bahawalpur,218.7
11/8/2024,3:00,Bhakkar,198.455
11/8/2024,3:00,Chakwal,232.13
11/8/2024,3:00,Chiniot,269.27
11/8/2024,3:00,Dera Ghazi Khan,156.015
11/8/2024,3:00,Faisalabad,299.47
11/8/2024,3:00,Gujranwala,238.635
11/8/2024,3:00,Gujrat,179.35
11/8/2024,3:00,Hafizabad,216.625
11/8/2024,3:00,Jhang,235.585
11/8/2024,3:00,Jhelum,186.975
11/8/2024,3:00,Kasur,183.58
11/8/2024,3:00,Khanewal,180.085
11/8/2024,3:00,Khushab,222.315
11/8/2024,3:00,Lahore,318.915
11/8/2024,3:00,Layyah,180.615
11/8/2024,3:00,Lodhran,257.485
11/8/2024,3:00,Mandi Bahuddin,229.575
11/8/2024,3:00,Mianwali,170.795
11/8/2024,3:00,Multan,189.565
11/8/2024,3:00,Muzaffargarh,175.755
11/8/2024,3:00,Nankana Sahib,175.975
11/8/2024,3:00,Narowal,209.975
11/8/2024,3:00,Okara,186.325
11/8/2024,3:00,Pakpattan,168.15
11/8/2024,3:00,Rahim Yar Khan,235.305
11/8/2024,3:00,Rajanpur,172.18
11/8/2024,3:00,Rawalpindi,412.995
11/8/2024,3:00,Sahiwal,179.955
11/8/2024,3:00,Sargodha,220.51
11/8/2024,3:00,Sheikhupura,307.515
11/8/2024,3:00,Sialkot,227.555
11/8/2024,3:00,Toba Tek Singh,180.8
11/8/2024,3:00,Vehari,230.185
11/8/2024,4:00,Attock,239.055
11/8/2024,4:00,Bahawalnagar,172.37
11/8/2024,4:00,Bahawalpur,200.925
11/8/2024,4:00,Bhakkar,198.885
11/8/2024,4:00,Chakwal,219.485
11/8/2024,4:00,Chiniot,251.425
11/8/2024,4:00,Dera Ghazi Khan,165.43
11/8/2024,4:00,Faisalabad,272.225
11/8/2024,4:00,Gujranwala,226.36
11/8/2024,4:00,Gujrat,176.22
11/8/2024,4:00,Hafizabad,212.83
11/8/2024,4:00,Jhang,229.14
11/8/2024,4:00,Jhelum,176.52
11/8/2024,4:00,Kasur,183.19
11/8/2024,4:00,Khanewal,178.84
11/8/2024,4:00,Khushab,220.325
11/8/2024,4:00,Lahore,293.175
11/8/2024,4:00,Layyah,183.76
11/8/2024,4:00,Lodhran,243.44
11/8/2024,4:00,Mandi Bahuddin,219.985
11/8/2024,4:00,Mianwali,174.645
11/8/2024,4:00,Multan,182.825
11/8/2024,4:00,Muzaffargarh,170.17
11/8/2024,4:00,Nankana Sahib,175.995
11/8/2024,4:00,Narowal,192.99
11/8/2024,4:00,Okara,185.87
11/8/2024,4:00,Pakpattan,171.38
11/8/2024,4:00,Rahim Yar Khan,215.435
11/8/2024,4:00,Rajanpur,168.93
11/8/2024,4:00,Rawalpindi,376.485
11/8/2024,4:00,Sahiwal,181.04
11/8/2024,4:00,Sargodha,217.74
11/8/2024,4:00,Sheikhupura,291.475
11/8/2024,4:00,Sialkot,215.47
11/8/2024,4:00,Toba Tek Singh,180.185
11/8/2024,4:00,Vehari,225.14
11/8/2024,5:00,Attock,235.215
11/8/2024,5:00,Bahawalnagar,173.065
11/8/2024,5:00,Bahawalpur,168.445
11/8/2024,5:00,Bhakkar,197.39
11/8/2024,5:00,Chakwal,198.4
11/8/2024,5:00,Chiniot,229.33
11/8/2024,5:00,Dera Ghazi Khan,177.72
11/8/2024,5:00,Faisalabad,230.43
11/8/2024,5:00,Gujranwala,210.375
11/8/2024,5:00,Gujrat,178.37
11/8/2024,5:00,Hafizabad,204.36
11/8/2024,5:00,Jhang,214.62
11/8/2024,5:00,Jhelum,162.905
11/8/2024,5:00,Kasur,181.205
11/8/2024,5:00,Khanewal,173.745
11/8/2024,5:00,Khushab,212.485
11/8/2024,5:00,Lahore,242.735
11/8/2024,5:00,Layyah,189.12
11/8/2024,5:00,Lodhran,213.645
11/8/2024,5:00,Mandi Bahuddin,213.4
11/8/2024,5:00,Mianwali,181.495
11/8/2024,5:00,Multan,171.47
11/8/2024,5:00,Muzaffargarh,171.37
11/8/2024,5:00,Nankana Sahib,175.87
11/8/2024,5:00,Narowal,183.38
11/8/2024,5:00,Okara,181.96
11/8/2024,5:00,Pakpattan,172.495
11/8/2024,5:00,Rahim Yar Khan,178.125
11/8/2024,5:00,Rajanpur,174.545
11/8/2024,5:00,Rawalpindi,283.535
11/8/2024,5:00,Sahiwal,179.355
11/8/2024,5:00,Sargodha,210.76
11/8/2024,5:00,Sheikhupura,255.535
11/8/2024,5:00,Sialkot,203.295
11/8/2024,5:00,Toba Tek Singh,175.6
11/8/2024,5:00,Vehari,211.045
11/8/2024,6:00,Attock,221.475
11/8/2024,6:00,Bahawalnagar,168.63
11/8/2024,6:00,Bahawalpur,156.905
11/8/2024,6:00,Bhakkar,197.11
11/8/2024,6:00,Chakwal,189.245
11/8/2024,6:00,Chiniot,211.365
11/8/2024,6:00,Dera Ghazi Khan,181.13
11/8/2024,6:00,Faisalabad,197.265
11/8/2024,6:00,Gujranwala,199.8
11/8/2024,6:00,Gujrat,181.94
11/8/2024,6:00,Hafizabad,197.625
11/8/2024,6:00,Jhang,208.185
11/8/2024,6:00,Jhelum,160.525
11/8/2024,6:00,Kasur,181.24
11/8/2024,6:00,Khanewal,163.32
11/8/2024,6:00,Khushab,203.53
11/8/2024,6:00,Lahore,208.49
11/8/2024,6:00,Layyah,186.83
11/8/2024,6:00,Lodhran,183.82
11/8/2024,6:00,Mandi Bahuddin,206.885
11/8/2024,6:00,Mianwali,184.58
11/8/2024,6:00,Multan,161.45
11/8/2024,6:00,Muzaffargarh,173.675
11/8/2024,6:00,Nankana Sahib,177.46
11/8/2024,6:00,Narowal,180.62
11/8/2024,6:00,Okara,177.485
11/8/2024,6:00,Pakpattan,168.195
11/8/2024,6:00,Rahim Yar Khan,150.715
11/8/2024,6:00,Rajanpur,178.78
11/8/2024,6:00,Rawalpindi,203.47
11/8/2024,6:00,Sahiwal,174.225
11/8/2024,6:00,Sargodha,204.745
11/8/2024,6:00,Sheikhupura,230.39
11/8/2024,6:00,Sialkot,196.52
11/8/2024,6:00,Toba Tek Singh,168.815
11/8/2024,6:00,Vehari,191.82
11/8/2024,7:00,Attock,201.825
11/8/2024,7:00,Bahawalnagar,154.855
11/8/2024,7:00,Bahawalpur,147.115
11/8/2024,7:00,Bhakkar,188.35
11/8/2024,7:00,Chakwal,176.53
11/8/2024,7:00,Chiniot,193.815
11/8/2024,7:00,Dera Ghazi Khan,177.08
11/8/2024,7:00,Faisalabad,176.715
11/8/2024,7:00,Gujranwala,195.71
11/8/2024,7:00,Gujrat,177.255
11/8/2024,7:00,Hafizabad,194.95
11/8/2024,7:00,Jhang,191.165
11/8/2024,7:00,Jhelum,163.68
11/8/2024,7:00,Kasur,177.34
11/8/2024,7:00,Khanewal,147.665
11/8/2024,7:00,Khushab,191.485
11/8/2024,7:00,Lahore,190.26
11/8/2024,7:00,Layyah,176.08
11/8/2024,7:00,Lodhran,161.465
11/8/2024,7:00,Mandi Bahuddin,202.95
11/8/2024,7:00,Mianwali,181.265
11/8/2024,7:00,Multan,153.26
11/8/2024,7:00,Muzaffargarh,165.96
11/8/2024,7:00,Nankana Sahib,174.785
11/8/2024,7:00,Narowal,175.26
11/8/2024,7:00,Okara,166.385
11/8/2024,7:00,Pakpattan,154.125
11/8/2024,7:00,Rahim Yar Khan,138.08
11/8/2024,7:00,Rajanpur,172.47
11/8/2024,7:00,Rawalpindi,171.865
11/8/2024,7:00,Sahiwal,158.625
11/8/2024,7:00,Sargodha,199.51
11/8/2024,7:00,Sheikhupura,213.36
11/8/2024,7:00,Sialkot,193.535
11/8/2024,7:00,Toba Tek Singh,154.125
11/8/2024,7:00,Vehari,169.165
11/8/2024,8:00,Attock,183.655
11/8/2024,8:00,Bahawalnagar,133.975
11/8/2024,8:00,Bahawalpur,137.46
11/8/2024,8:00,Bhakkar,175.115
11/8/2024,8:00,Chakwal,171.77
11/8/2024,8:00,Chiniot,185.185
11/8/2024,8:00,Dera Ghazi Khan,171.47
11/8/2024,8:00,Faisalabad,163.83
11/8/2024,8:00,Gujranwala,190.585
11/8/2024,8:00,Gujrat,170.865
11/8/2024,8:00,Hafizabad,190.285
11/8/2024,8:00,Jhang,168.515
11/8/2024,8:00,Jhelum,165.975
11/8/2024,8:00,Kasur,171.33
11/8/2024,8:00,Khanewal,130.055
11/8/2024,8:00,Khushab,177.355
11/8/2024,8:00,Lahore,180.79
11/8/2024,8:00,Layyah,160.225
11/8/2024,8:00,Lodhran,144.245
11/8/2024,8:00,Mandi Bahuddin,198.555
11/8/2024,8:00,Mianwali,174.095
11/8/2024,8:00,Multan,144.995
11/8/2024,8:00,Muzaffargarh,151.435
11/8/2024,8:00,Nankana Sahib,168.38
11/8/2024,8:00,Narowal,169.9
11/8/2024,8:00,Okara,152.605
11/8/2024,8:00,Pakpattan,133.69
11/8/2024,8:00,Rahim Yar Khan,128.22
11/8/2024,8:00,Rajanpur,161.45
11/8/2024,8:00,Rawalpindi,163.835
11/8/2024,8:00,Sahiwal,139.29
11/8/2024,8:00,Sargodha,193.0
11/8/2024,8:00,Sheikhupura,199.49
11/8/2024,8:00,Sialkot,186.615
11/8/2024,8:00,Toba Tek Singh,135.455
11/8/2024,8:00,Vehari,143.98
11/8/2024,9:00,Attock,171.58
11/8/2024,9:00,Bahawalnagar,121.255
11/8/2024,9:00,Bahawalpur,131.515
11/8/2024,9:00,Bhakkar,163.545
11/8/2024,9:00,Chakwal,168.21
11/8/2024,9:00,Chiniot,179.195
11/8/2024,9:00,Dera Ghazi Khan,166.31
11/8/2024,9:00,Faisalabad,161.715
11/8/2024,9:00,Gujranwala,188.575
11/8/2024,9:00,Gujrat,167.38
11/8/2024,9:00,Hafizabad,187.595
11/8/2024,9:00,Jhang,153.325
11/8/2024,9:00,Jhelum,166.235
11/8/2024,9:00,Kasur,167.83
11/8/2024,9:00,Khanewal,123.205
11/8/2024,9:00,Khushab,169.955
11/8/2024,9:00,Lahore,196.89
11/8/2024,9:00,Layyah,149.175
11/8/2024,9:00,Lodhran,136.87
11/8/2024,9:00,Mandi Bahuddin,194.4
11/8/2024,9:00,Mianwali,170.395
11/8/2024,9:00,Multan,139.855
11/8/2024,9:00,Muzaffargarh,144.5
11/8/2024,9:00,Nankana Sahib,163.955
11/8/2024,9:00,Narowal,168.84
11/8/2024,9:00,Okara,143.835
11/8/2024,9:00,Pakpattan,120.175
11/8/2024,9:00,Rahim Yar Khan,121.66
11/8/2024,9:00,Rajanpur,152.46
11/8/2024,9:00,Rawalpindi,173.835
11/8/2024,9:00,Sahiwal,128.255
11/8/2024,9:00,Sargodha,188.745
11/8/2024,9:00,Sheikhupura,202.99
11/8/2024,9:00,Sialkot,182.15
11/8/2024,9:00,Toba Tek Singh,126.37
11/8/2024,9:00,Vehari,129.725
11/9/2024,0:00,Attock,201.325
11/9/2024,0:00,Bahawalnagar,151.51
11/9/2024,0:00,Bahawalpur,207.765
11/9/2024,0:00,Bhakkar,170.315
11/9/2024,0:00,Chakwal,196.115
11/9/2024,0:00,Chiniot,258.2
11/9/2024,0:00,Dera Ghazi Khan,151.84
11/9/2024,0:00,Faisalabad,307.23
11/9/2024,0:00,Gujranwala,239.81
11/9/2024,0:00,Gujrat,170.51
11/9/2024,0:00,Hafizabad,233.025
11/9/2024,0:00,Jhang,214.555
11/9/2024,0:00,Jhelum,173.485
11/9/2024,0:00,Kasur,175.53
11/9/2024,0:00,Khanewal,159.78
11/9/2024,0:00,Khushab,212.315
11/9/2024,0:00,Lahore,214.08
11/9/2024,0:00,Layyah,167.775
11/9/2024,0:00,Lodhran,218.625
11/9/2024,0:00,Mandi Bahuddin,233.815
11/9/2024,0:00,Mianwali,147.555
11/9/2024,0:00,Multan,167.18
11/9/2024,0:00,Muzaffargarh,207.7
11/9/2024,0:00,Nankana Sahib,229.33
11/9/2024,0:00,Narowal,221.005
11/9/2024,0:00,Okara,163.175
11/9/2024,0:00,Pakpattan,161.795
11/9/2024,0:00,Rahim Yar Khan,176.975
11/9/2024,0:00,Rajanpur,183.955
11/9/2024,0:00,Rawalpindi,267.945
11/9/2024,0:00,Sahiwal,168.345
11/9/2024,0:00,Sargodha,276.855
11/9/2024,0:00,Sheikhupura,214.125
11/9/2024,0:00,Sialkot,225.125
11/9/2024,0:00,Toba Tek Singh,171.35
11/9/2024,0:00,Vehari,210.58
11/9/2024,10:00,Attock,171.33
11/9/2024,10:00,Bahawalnagar,117.69
11/9/2024,10:00,Bahawalpur,131.095
11/9/2024,10:00,Bhakkar,143.885
11/9/2024,10:00,Chakwal,159.43
11/9/2024,10:00,Chiniot,176.565
11/9/2024,10:00,Dera Ghazi Khan,138.91
11/9/2024,10:00,Faisalabad,180.895
11/9/2024,10:00,Gujranwala,184.55
11/9/2024,10:00,Gujrat,181.515
11/9/2024,10:00,Hafizabad,181.165
11/9/2024,10:00,Jhang,157.245
11/9/2024,10:00,Jhelum,179.855
11/9/2024,10:00,Kasur,156.575
11/9/2024,10:00,Khanewal,125.61
11/9/2024,10:00,Khushab,156.215
11/9/2024,10:00,Lahore,246.245
11/9/2024,10:00,Layyah,139.485
11/9/2024,10:00,Lodhran,131.2
11/9/2024,10:00,Mandi Bahuddin,188.03
11/9/2024,10:00,Mianwali,144.93
11/9/2024,10:00,Multan,139.815
11/9/2024,10:00,Muzaffargarh,145.255
11/9/2024,10:00,Nankana Sahib,157.495
11/9/2024,10:00,Narowal,170.1
11/9/2024,10:00,Okara,136.795
11/9/2024,10:00,Pakpattan,122.27
11/9/2024,10:00,Rahim Yar Khan,119.245
11/9/2024,10:00,Rajanpur,137.33
11/9/2024,10:00,Rawalpindi,242.775
11/9/2024,10:00,Sahiwal,125.13
11/9/2024,10:00,Sargodha,182.51
11/9/2024,10:00,Sheikhupura,219.645
11/9/2024,10:00,Sialkot,191.095
11/9/2024,10:00,Toba Tek Singh,131.525
11/9/2024,10:00,Vehari,118.84
11/9/2024,11:00,Attock,198.79
11/9/2024,11:00,Bahawalnagar,118.03
11/9/2024,11:00,Bahawalpur,133.49
11/9/2024,11:00,Bhakkar,142.01
11/9/2024,11:00,Chakwal,161.095
11/9/2024,11:00,Chiniot,178.315
11/9/2024,11:00,Dera Ghazi Khan,154.6
11/9/2024,11:00,Faisalabad,205.0
11/9/2024,11:00,Gujranwala,195.035
11/9/2024,11:00,Gujrat,186.46
11/9/2024,11:00,Hafizabad,192.13
11/9/2024,11:00,Jhang,159.52
11/9/2024,11:00,Jhelum,186.03
11/9/2024,11:00,Kasur,162.22
11/9/2024,11:00,Khanewal,129.705
11/9/2024,11:00,Khushab,156.275
11/9/2024,11:00,Lahore,334.59
11/9/2024,11:00,Layyah,144.54
11/9/2024,11:00,Lodhran,131.53
11/9/2024,11:00,Mandi Bahuddin,189.295
11/9/2024,11:00,Mianwali,144.04
11/9/2024,11:00,Multan,144.375
11/9/2024,11:00,Muzaffargarh,145.73
11/9/2024,11:00,Nankana Sahib,164.3
11/9/2024,11:00,Narowal,181.045
11/9/2024,11:00,Okara,138.83
11/9/2024,11:00,Pakpattan,129.54
11/9/2024,11:00,Rahim Yar Khan,116.06
11/9/2024,11:00,Rajanpur,138.9
11/9/2024,11:00,Rawalpindi,313.48
11/9/2024,11:00,Sahiwal,125.545
11/9/2024,11:00,Sargodha,190.255
11/9/2024,11:00,Sheikhupura,265.29
11/9/2024,11:00,Sialkot,201.89
11/9/2024,11:00,Toba Tek Singh,135.8
11/9/2024,11:00,Vehari,126.24
11/9/2024,12:00,Attock,227.38
11/9/2024,12:00,Bahawalnagar,122.74
11/9/2024,12:00,Bahawalpur,140.05
11/9/2024,12:00,Bhakkar,143.445
11/9/2024,12:00,Chakwal,164.955
11/9/2024,12:00,Chiniot,199.13
11/9/2024,12:00,Dera Ghazi Khan,172.465
11/9/2024,12:00,Faisalabad,230.065
11/9/2024,12:00,Gujranwala,206.065
11/9/2024,12:00,Gujrat,194.92
11/9/2024,12:00,Hafizabad,213.87
11/9/2024,12:00,Jhang,166.005
11/9/2024,12:00,Jhelum,197.945
11/9/2024,12:00,Kasur,175.82
11/9/2024,12:00,Khanewal,144.635
11/9/2024,12:00,Khushab,158.32
11/9/2024,12:00,Lahore,437.59
11/9/2024,12:00,Layyah,151.075
11/9/2024,12:00,Lodhran,138.695
11/9/2024,12:00,Mandi Bahuddin,195.675
11/9/2024,12:00,Mianwali,148.13
11/9/2024,12:00,Multan,161.545
11/9/2024,12:00,Muzaffargarh,154.195
11/9/2024,12:00,Nankana Sahib,176.115
11/9/2024,12:00,Narowal,196.945
11/9/2024,12:00,Okara,146.6
11/9/2024,12:00,Pakpattan,138.175
11/9/2024,12:00,Rahim Yar Khan,119.515
11/9/2024,12:00,Rajanpur,142.96
11/9/2024,12:00,Rawalpindi,397.215
11/9/2024,12:00,Sahiwal,135.7
11/9/2024,12:00,Sargodha,198.995
11/9/2024,12:00,Sheikhupura,316.19
11/9/2024,12:00,Sialkot,218.575
11/9/2024,12:00,Toba Tek Singh,141.24
11/9/2024,12:00,Vehari,140.565
11/9/2024,14:00,Attock,293.135
11/9/2024,14:00,Bahawalnagar,170.935
11/9/2024,14:00,Bahawalpur,175.98
11/9/2024,14:00,Bhakkar,177.13
11/9/2024,14:00,Chakwal,193.025
11/9/2024,14:00,Chiniot,267.195
11/9/2024,14:00,Dera Ghazi Khan,213.22
11/9/2024,14:00,Faisalabad,278.82
11/9/2024,14:00,Gujranwala,227.685
11/9/2024,14:00,Gujrat,224.105
11/9/2024,14:00,Hafizabad,283.345
11/9/2024,14:00,Jhang,200.535
11/9/2024,14:00,Jhelum,230.16
11/9/2024,14:00,Kasur,206.11
11/9/2024,14:00,Khanewal,217.76
11/9/2024,14:00,Khushab,177.62
11/9/2024,14:00,Lahore,692.26
11/9/2024,14:00,Layyah,182.855
11/9/2024,14:00,Lodhran,200.135
11/9/2024,14:00,Mandi Bahuddin,222.685
11/9/2024,14:00,Mianwali,165.68
11/9/2024,14:00,Multan,222.925
11/9/2024,14:00,Muzaffargarh,214.46
11/9/2024,14:00,Nankana Sahib,205.1
11/9/2024,14:00,Narowal,235.35
11/9/2024,14:00,Okara,162.375
11/9/2024,14:00,Pakpattan,152.07
11/9/2024,14:00,Rahim Yar Khan,158.965
11/9/2024,14:00,Rajanpur,161.05
11/9/2024,14:00,Rawalpindi,637.865
11/9/2024,14:00,Sahiwal,188.42
11/9/2024,14:00,Sargodha,239.85
11/9/2024,14:00,Sheikhupura,402.96
11/9/2024,14:00,Sialkot,265.915
11/9/2024,14:00,Toba Tek Singh,160.135
11/9/2024,14:00,Vehari,195.235
11/9/2024,15:00,Attock,309.32
11/9/2024,15:00,Bahawalnagar,194.37
11/9/2024,15:00,Bahawalpur,198.3
11/9/2024,15:00,Bhakkar,190.525
11/9/2024,15:00,Chakwal,202.46
11/9/2024,15:00,Chiniot,295.48
11/9/2024,15:00,Dera Ghazi Khan,229.005
11/9/2024,15:00,Faisalabad,290.44
11/9/2024,15:00,Gujranwala,237.91
11/9/2024,15:00,Gujrat,232.07
11/9/2024,15:00,Hafizabad,302.81
11/9/2024,15:00,Jhang,222.3
